Enunciado;Opcao_A;Opcao_B;Opcao_C;Opcao_D;Resposta_Correta
Quanto é 520 dividido por 20?;26;11;12;24;A
Quanto é 320 dividido por 20?;11;8;15;16;D
Quanto é 462 dividido por 11?;42;31;41;39;A
Quanto é 288 dividido por 9?;24;20;44;32;D
Quanto é 190 dividido por 10?;19;23;18;15;A
Quanto é 111 dividido por 3?;37;35;31;41;A
Quanto é 221 dividido por 17?;0;16;19;13;D
Quanto é 620 dividido por 20?;31;33;44;32;A
Quanto é 250 dividido por 5?;60;38;46;50;D
Quanto é 156 dividido por 4?;38;39;29;30;B
Quanto é 450 dividido por 9?;55;38;47;50;D
Quanto é 760 dividido por 19?;27;50;40;29;C
Quanto é 440 dividido por 10?;50;47;58;44;D
Quanto é 180 dividido por 15?;12;23;24;26;A
Quanto é 95 dividido por 5?;13;18;19;16;C
Quanto é 702 dividido por 18?;32;39;28;45;B
Quanto é 380 dividido por 10?;38;26;29;33;A
Quanto é 779 dividido por 19?;54;41;53;33;B
Quanto é 470 dividido por 10?;61;52;37;47;D
Quanto é 385 dividido por 11?;35;44;46;24;A
Quanto é 900 dividido por 20?;45;47;43;40;A
Quanto é 740 dividido por 20?;31;36;47;37;D
Quanto é 540 dividido por 12?;45;39;46;57;A
Quanto é 550 dividido por 11?;36;50;53;40;B
Quanto é 162 dividido por 6?;35;27;19;38;B
Quanto é 287 dividido por 7?;41;29;38;44;A
Quanto é 259 dividido por 7?;36;35;37;47;C
Quanto é 256 dividido por 8?;28;21;38;32;D
Quanto é 133 dividido por 7?;19;15;31;5;A
Quanto é 60 dividido por 6?;1;15;23;10;D
Quanto é 210 dividido por 5?;42;37;41;47;A
Quanto é 105 dividido por 3?;33;37;21;35;D
Quanto é 108 dividido por 12?;12;13;9;2;C
Quanto é 200 dividido por 4?;36;50;54;57;B
Quanto é 234 dividido por 18?;13;16;2;6;A
Quanto é 186 dividido por 6?;34;31;25;33;B
Quanto é 768 dividido por 16?;48;49;42;43;A
Quanto é 360 dividido por 8?;44;50;45;35;C
Quanto é 264 dividido por 6?;43;44;45;31;B
Quanto é 80 dividido por 4?;25;20;27;11;B
Quanto é 376 dividido por 8?;48;34;55;47;D
Quanto é 80 dividido por 8?;10;15;19;12;A
Quanto é 493 dividido por 17?;18;29;20;35;B
Quanto é 195 dividido por 15?;17;27;26;13;D
Quanto é 450 dividido por 18?;27;33;25;37;C
Quanto é 663 dividido por 17?;45;53;42;39;D
Quanto é 270 dividido por 10?;37;41;27;35;C
Quanto é 42 dividido por 7?;0;3;19;6;D
Quanto é 350 dividido por 14?;25;23;38;28;A
Quanto é 140 dividido por 14?;12;10;14;11;B
Quanto é 60 dividido por 3?;15;20;32;14;B
Quanto é 200 dividido por 10?;33;32;26;20;D
Quanto é 527 dividido por 17?;37;31;32;29;B
Quanto é 245 dividido por 7?;23;41;35;30;C
Quanto é 60 dividido por 12?;8;18;5;0;C
Quanto é 900 dividido por 20?;32;45;38;36;B
Quanto é 315 dividido por 15?;19;21;16;27;B
Quanto é 624 dividido por 16?;26;37;39;43;C
Quanto é 559 dividido por 13?;45;49;43;31;C
Quanto é 828 dividido por 18?;37;54;58;46;D
Quanto é 135 dividido por 15?;20;4;9;13;C
Quanto é 78 dividido por 13?;3;7;20;6;D
Quanto é 429 dividido por 13?;32;28;33;27;C
Quanto é 165 dividido por 5?;38;35;45;33;D
Quanto é 378 dividido por 9?;53;33;42;39;C
Quanto é 154 dividido por 7?;25;8;16;22;D
Quanto é 768 dividido por 16?;50;59;48;46;C
Quanto é 423 dividido por 9?;47;40;50;43;A
Quanto é 350 dividido por 7?;56;63;58;50;D
Quanto é 90 dividido por 10?;5;9;7;13;B
Quanto é 150 dividido por 15?;10;24;8;17;A
Quanto é 222 dividido por 6?;51;28;40;37;D
Quanto é 230 dividido por 10?;33;23;17;31;B
Quanto é 156 dividido por 6?;33;25;12;26;D
Quanto é 196 dividido por 4?;57;38;41;49;D
Quanto é 189 dividido por 9?;21;6;28;8;A
Quanto é 600 dividido por 20?;20;30;15;36;B
Quanto é 176 dividido por 8?;22;10;28;18;A
Quanto é 112 dividido por 8?;14;6;9;3;A
Quanto é 253 dividido por 11?;32;23;36;8;B
Quanto é 460 dividido por 20?;23;19;22;28;A
Quanto é 324 dividido por 12?;34;38;21;27;D
Quanto é 98 dividido por 7?;8;13;16;14;D
Quanto é 420 dividido por 10?;42;38;45;54;A
Quanto é 140 dividido por 14?;4;12;7;10;D
Quanto é 198 dividido por 9?;10;22;16;25;B
Quanto é 96 dividido por 6?;20;21;4;16;D
Quanto é 774 dividido por 18?;37;33;43;48;C
Quanto é 156 dividido por 13?;18;14;12;4;C
Quanto é 220 dividido por 11?;20;28;11;14;A
Quanto é 72 dividido por 8?;0;8;9;15;C
Quanto é 450 dividido por 18?;25;13;29;31;A
Quanto é 306 dividido por 9?;35;28;34;39;C
Quanto é 494 dividido por 13?;34;37;38;44;C
Quanto é 231 dividido por 7?;33;37;28;20;A
Quanto é 391 dividido por 17?;14;12;22;23;D
Quanto é 110 dividido por 5?;22;9;12;21;A
Quanto é 228 dividido por 19?;13;14;5;12;D
Quanto é 246 dividido por 6?;41;45;48;39;A
Quanto é 24 dividido por 3?;8;12;2;0;A
Quanto é 78 dividido por 13?;18;15;17;6;D
Quanto é 552 dividido por 12?;46;49;44;41;A
Quanto é 576 dividido por 18?;41;32;37;42;B
Quanto é 300 dividido por 15?;29;18;20;21;C
Quanto é 348 dividido por 12?;43;41;25;29;D
Quanto é 279 dividido por 9?;26;31;40;25;B
Quanto é 198 dividido por 11?;16;18;20;11;B
Quanto é 442 dividido por 17?;26;11;35;38;A
Quanto é 154 dividido por 11?;23;14;4;8;B
Quanto é 210 dividido por 15?;25;26;22;14;D
Quanto é 154 dividido por 14?;7;14;22;11;D
Quanto é 225 dividido por 5?;31;59;45;40;C
Quanto é 836 dividido por 19?;44;36;54;50;A
Quanto é 225 dividido por 5?;45;38;58;52;A
Quanto é 144 dividido por 18?;8;17;20;6;A
Quanto é 343 dividido por 7?;39;56;38;49;D
Quanto é 539 dividido por 11?;49;43;47;37;A
Quanto é 143 dividido por 13?;3;8;11;9;C
Quanto é 280 dividido por 20?;16;14;18;7;B
Quanto é 408 dividido por 12?;29;23;21;34;D
Quanto é 65 dividido por 5?;25;20;13;22;C
Quanto é 168 dividido por 4?;37;44;56;42;D
Quanto é 144 dividido por 3?;50;48;57;58;B
Quanto é 188 dividido por 4?;47;32;51;53;A
Quanto é 48 dividido por 8?;16;17;6;15;C
Quanto é 589 dividido por 19?;24;17;16;31;D
Quanto é 175 dividido por 5?;35;22;45;33;A
Quanto é 414 dividido por 18?;17;24;23;9;C
Quanto é 170 dividido por 5?;34;33;22;39;A
Quanto é 396 dividido por 11?;42;36;27;28;B
Quanto é 56 dividido por 8?;3;19;8;7;D
Quanto é 112 dividido por 7?;22;24;6;16;D
Quanto é 738 dividido por 18?;41;43;50;28;A
Quanto é 432 dividido por 12?;36;21;24;33;A
Quanto é 588 dividido por 14?;46;34;42;36;C
Quanto é 697 dividido por 17?;26;35;46;41;D
Quanto é 660 dividido por 20?;30;27;19;33;D
Quanto é 144 dividido por 9?;29;3;27;16;D
Quanto é 765 dividido por 17?;59;45;51;46;B
Quanto é 81 dividido por 9?;13;9;2;10;B
Quanto é 319 dividido por 11?;35;29;14;43;B
Quanto é 70 dividido por 7?;21;11;9;10;D
Quanto é 45 dividido por 9?;7;5;13;14;B
Quanto é 435 dividido por 15?;32;28;29;31;C
Quanto é 220 dividido por 10?;13;22;33;31;B
Quanto é 588 dividido por 12?;48;35;49;53;C
Quanto é 170 dividido por 5?;37;34;28;42;B
Quanto é 187 dividido por 17?;5;15;11;22;C
Quanto é 24 dividido por 3?;20;8;22;13;B
Quanto é 170 dividido por 17?;13;12;15;10;D
Quanto é 120 dividido por 20?;6;9;3;0;A
Quanto é 442 dividido por 17?;12;11;26;31;C
Quanto é 35 dividido por 5?;7;13;19;21;A
Quanto é 120 dividido por 5?;9;13;18;24;D
Quanto é 855 dividido por 19?;59;45;43;39;B
Quanto é 900 dividido por 18?;43;58;42;50;D
Quanto é 329 dividido por 7?;50;48;47;51;C
Quanto é 156 dividido por 4?;36;46;42;39;D
Quanto é 66 dividido por 3?;11;22;31;7;B
Quanto é 68 dividido por 4?;30;29;17;16;C
Quanto é 308 dividido por 11?;28;31;40;42;A
Quanto é 93 dividido por 3?;31;35;38;18;A
Quanto é 646 dividido por 17?;49;38;27;25;B
Quanto é 340 dividido por 10?;45;44;34;48;C
Quanto é 130 dividido por 5?;23;26;21;40;B
Quanto é 532 dividido por 14?;38;31;47;39;A
Quanto é 480 dividido por 10?;41;57;49;48;D
Quanto é 119 dividido por 17?;7;20;9;4;A
Quanto é 54 dividido por 9?;4;6;15;8;B
Quanto é 348 dividido por 12?;43;23;29;30;C
Quanto é 144 dividido por 9?;16;22;23;30;A
Quanto é 160 dividido por 8?;28;21;24;20;D
Quanto é 380 dividido por 19?;20;29;12;21;A
Quanto é 252 dividido por 14?;18;9;28;30;A
Quanto é 36 dividido por 4?;19;9;21;1;B
Quanto é 252 dividido por 12?;21;15;19;20;A
Quanto é 138 dividido por 6?;8;16;23;20;C
Quanto é 465 dividido por 15?;36;31;45;20;B
Quanto é 810 dividido por 18?;47;58;59;45;D
Quanto é 180 dividido por 18?;21;1;10;2;C
Quanto é 144 dividido por 8?;22;18;32;24;B
Quanto é 481 dividido por 13?;28;41;37;42;C
Quanto é 280 dividido por 14?;30;20;15;27;B
Quanto é 180 dividido por 15?;12;13;16;1;A
Quanto é 494 dividido por 13?;23;43;38;51;C
Quanto é 544 dividido por 17?;45;32;41;35;B
Quanto é 175 dividido por 5?;23;40;46;35;D
Quanto é 484 dividido por 11?;44;41;47;52;A
Quanto é 539 dividido por 11?;61;43;34;49;D
Quanto é 170 dividido por 10?;26;17;2;4;B
Quanto é 88 dividido por 11?;22;12;11;8;D
Quanto é 920 dividido por 20?;53;46;60;35;B
Quanto é 156 dividido por 12?;0;23;13;20;C
Quanto é 361 dividido por 19?;16;27;24;19;D
Quanto é 330 dividido por 15?;17;22;10;26;B
Quanto é 280 dividido por 14?;21;27;20;12;C
Quanto é 684 dividido por 19?;32;36;26;24;B
Quanto é 564 dividido por 12?;32;36;60;47;D
Quanto é 860 dividido por 20?;38;53;51;43;D
Quanto é 198 dividido por 9?;33;22;21;9;B
Quanto é 215 dividido por 5?;57;43;42;49;B
Quanto é 180 dividido por 20?;0;9;13;4;B
Quanto é 234 dividido por 13?;11;27;18;4;C
Quanto é 32 dividido por 4?;8;7;14;13;A
Quanto é 572 dividido por 13?;35;32;44;55;C
Quanto é 391 dividido por 17?;11;34;20;23;D
Quanto é 328 dividido por 8?;41;30;51;40;A
Quanto é 608 dividido por 16?;38;27;25;45;A
Quanto é 312 dividido por 12?;11;15;32;26;D
Quanto é 341 dividido por 11?;34;29;41;31;D
Quanto é 448 dividido por 16?;37;28;14;39;B
Quanto é 128 dividido por 4?;21;28;44;32;D
Quanto é 882 dividido por 18?;61;49;57;56;B
Quanto é 329 dividido por 7?;47;61;54;55;A
Quanto é 528 dividido por 11?;48;47;34;53;A
Quanto é 731 dividido por 17?;43;56;28;38;A
Quanto é 260 dividido por 20?;5;13;3;0;B
Quanto é 208 dividido por 8?;13;36;35;26;D
Quanto é 175 dividido por 5?;28;35;26;30;B
Quanto é 54 dividido por 9?;14;18;4;6;D
Quanto é 450 dividido por 18?;25;31;21;34;A
Quanto é 276 dividido por 12?;34;23;29;14;B
Quanto é 855 dividido por 19?;40;45;58;37;B
Quanto é 512 dividido por 16?;41;24;37;32;D
Quanto é 160 dividido por 20?;8;0;2;20;A
Quanto é 336 dividido por 14?;12;23;14;24;D
Quanto é 216 dividido por 12?;13;18;17;8;B
Quanto é 64 dividido por 4?;20;16;23;21;B
Quanto é 224 dividido por 8?;13;35;28;15;C
Quanto é 330 dividido por 11?;38;18;26;30;D
Quanto é 600 dividido por 12?;61;56;50;64;C
Quanto é 700 dividido por 20?;40;35;32;41;B
Quanto é 513 dividido por 19?;27;22;25;33;A
Quanto é 264 dividido por 11?;13;18;24;9;C
Quanto é 320 dividido por 10?;33;46;17;32;D
Quanto é 546 dividido por 14?;42;44;24;39;D
Quanto é 760 dividido por 20?;38;46;49;48;A
Quanto é 252 dividido por 6?;40;42;31;30;B
Quanto é 156 dividido por 12?;0;13;16;2;B
Quanto é 630 dividido por 15?;48;31;42;36;C
Quanto é 391 dividido por 17?;23;24;37;21;A
Quanto é 560 dividido por 20?;40;28;13;22;B
Quanto é 450 dividido por 10?;55;45;57;50;B
Quanto é 798 dividido por 19?;46;43;30;42;D
Quanto é 510 dividido por 17?;29;30;35;44;B
Quanto é 208 dividido por 8?;13;17;26;32;C
Quanto é 96 dividido por 3?;32;26;27;17;A
Quanto é 420 dividido por 15?;39;28;35;24;B
Quanto é 66 dividido por 11?;6;8;12;7;A
Quanto é 494 dividido por 19?;34;23;36;26;D
Quanto é 128 dividido por 16?;2;6;0;8;D
Quanto é 78 dividido por 3?;26;29;21;40;A
Quanto é 77 dividido por 7?;0;11;5;10;B
Quanto é 148 dividido por 4?;46;32;42;37;D
Quanto é 476 dividido por 17?;27;28;29;13;B
Quanto é 629 dividido por 17?;33;50;44;37;D
Quanto é 114 dividido por 6?;13;19;32;25;B
Quanto é 176 dividido por 16?;1;20;15;11;D
Quanto é 306 dividido por 9?;25;26;34;45;C
Quanto é 216 dividido por 18?;12;9;5;10;A
Quanto é 192 dividido por 12?;15;16;17;18;B
Quanto é 60 dividido por 6?;10;0;6;19;A
Quanto é 116 dividido por 4?;29;36;38;21;A
Quanto é 323 dividido por 19?;22;17;25;13;B
Quanto é 132 dividido por 11?;22;16;10;12;D
Qual o resultado de 7.8 + 1.6?;10.4;9.4;12.8;12.3;B
Qual o resultado de 2 + 2.8?;2.3;4.8;7.3;7.2;B
Qual o resultado de 4.6 + 5.6?;8.7;10.2;9.3;14.1;B
Qual o resultado de 2 + 3.1?;8;5.1;2.6;4;B
Qual o resultado de 5.7 + 3.1?;10.5;8.8;10.8;9.7;B
Qual o resultado de 6 + 8?;9.2;14.4;14;10.4;C
Qual o resultado de 3 + 2.9?;8.9;2.2;2.3;5.9;D
Qual o resultado de 9.5 + 8.4?;13.8;15.8;17.9;21.3;C
Qual o resultado de 9.7 + 7.5?;13.9;21.4;15.9;17.2;D
Qual o resultado de 5.1 + 5.3?;7.6;9.7;5.6;10.4;D
Qual o resultado de 4 + 9.6?;13.6;13.7;15.4;10.9;A
Qual o resultado de 3.2 + 9.2?;12.7;15.8;13.2;12.4;D
Qual o resultado de 9.7 + 4.5?;14.2;12.7;9.9;10.5;A
Qual o resultado de 3.3 + 4.1?;3.5;7.4;12.4;5.3;B
Qual o resultado de 1.9 + 3.1?;2.4;0.8;5;9.3;C
Qual o resultado de 5 + 1.6?;6.6;6.2;9.7;4.3;A
Qual o resultado de 8.9 + 3.6?;16.4;9.1;7.7;12.5;D
Qual o resultado de 9.6 + 7.9?;19.5;17.5;19.2;13.1;B
Qual o resultado de 4.8 + 1.5?;7.4;8.6;10.4;6.3;D
Qual o resultado de 4 + 2.8?;7.8;5.7;6.8;3.5;C
Qual o resultado de 5.9 + 1.2?;8.4;8.7;3.2;7.1;D
Qual o resultado de 1.3 + 2.4?;3.7;5.6;0.8;8.5;A
Qual o resultado de 2 + 6?;7;5.1;13;8;D
Qual o resultado de 5.7 + 8.8?;19;17.3;19.1;14.5;D
Qual o resultado de 1.3 + 5.5?;6.8;3.8;6;6.3;A
Qual o resultado de 2.9 + 5.2?;11.7;4.3;8.1;6.7;C
Qual o resultado de 6.5 + 2.8?;11.1;9.3;13.2;6.9;B
Qual o resultado de 8.5 + 3.1?;15.6;15.2;14;11.6;D
Qual o resultado de 2.1 + 9.5?;11.6;7.7;10.6;7.2;A
Qual o resultado de 9 + 9.6?;14;16;18.6;14.4;C
Qual o resultado de 8.1 + 6.4?;16.2;15;14.5;11.9;C
Qual o resultado de 5.4 + 6.8?;13.5;14.9;12.2;16.4;C
Qual o resultado de 8.8 + 8.2?;21.7;18.4;15.3;17;D
Qual o resultado de 2.2 + 7.6?;9.8;9.4;7.4;5;A
Qual o resultado de 5.7 + 1.9?;7.6;5.7;11.7;10.1;A
Qual o resultado de 7.2 + 7.8?;14.3;15;19;17.1;B
Qual o resultado de 6.4 + 9.3?;20.3;15.7;19.3;13.4;B
Qual o resultado de 7.5 + 9.4?;12.1;16.8;16.9;15.8;C
Qual o resultado de 7.2 + 9.5?;16.7;16;18;11.7;A
Qual o resultado de 9 + 5.5?;17;14.5;19.1;15.5;B
Qual o resultado de 5.3 + 7.3?;12.6;16.9;10.3;16.5;A
Qual o resultado de 3.2 + 7.6?;11.9;10.8;10.3;7;B
Qual o resultado de 6.1 + 3.6?;5.4;5.7;10.7;9.7;D
Qual o resultado de 3.6 + 7.8?;7.7;8.6;11.3;11.4;D
Qual o resultado de 9 + 1.7?;13;15.5;5.7;10.7;D
Qual o resultado de 9.2 + 1.7?;15.5;14.8;10.9;11.7;C
Qual o resultado de 9.3 + 9.5?;18.8;14.1;23.6;21;A
Qual o resultado de 4.5 + 9.7?;16.3;18.8;14.2;15;C
Qual o resultado de 8.2 + 8.9?;17.1;15.4;13.5;17.5;A
Qual o resultado de 7.6 + 8.3?;15.2;15.9;12.5;14.2;B
Qual o resultado de 6.8 + 9.2?;17;16;20.6;20.5;B
Qual o resultado de 6.6 + 7.5?;12.2;14.1;18.5;13.8;B
Qual o resultado de 2.6 + 9.3?;9.7;10.5;11.9;12.7;C
Qual o resultado de 9.3 + 5.5?;15.3;13.2;19.2;14.8;D
Qual o resultado de 7.3 + 8.7?;15.4;11.3;16.7;16;D
Qual o resultado de 5.9 + 1.3?;7.2;8.5;3;9.5;A
Qual o resultado de 9.6 + 3.4?;10.8;13.3;13;12.6;C
Qual o resultado de 7.8 + 1.8?;13.4;11.7;9.6;6;C
Qual o resultado de 3.1 + 5.7?;11.6;8.8;9.6;6.3;B
Qual o resultado de 4.3 + 6?;15.3;8.6;10.3;14.6;C
Qual o resultado de 2.2 + 4.4?;6.6;10.9;3.7;10.1;A
Qual o resultado de 4.2 + 4.2?;8.4;12.9;4.6;7.5;A
Qual o resultado de 1.1 + 3.3?;-0.5;0.9;8.6;4.4;D
Qual o resultado de 6.5 + 6.1?;16.3;8.3;12.4;12.6;D
Qual o resultado de 3.3 + 8.4?;11.7;14.5;11.8;8.1;A
Qual o resultado de 1.9 + 1.9?;8.4;3;3.8;4.4;C
Qual o resultado de 9.9 + 2.6?;12.5;9.2;7.9;8.5;A
Qual o resultado de 8.7 + 7?;15.7;17;18.7;17.2;A
Qual o resultado de 9.7 + 7.4?;12.5;17.1;17.3;20.7;B
Qual o resultado de 7.8 + 7.1?;12.3;12.8;14.9;15.6;C
Qual o resultado de 1.1 + 9.4?;6.4;8.1;7;10.5;D
Qual o resultado de 4.1 + 5.1?;7.5;9.2;9.1;11.9;B
Qual o resultado de 7.5 + 3.6?;8.5;15.5;11.1;14.7;C
Qual o resultado de 4.8 + 1.9?;8.4;6.7;8.7;3.7;B
Qual o resultado de 7.4 + 4.5?;7.1;13.3;11.9;16.1;C
Qual o resultado de 6.6 + 6.5?;13.1;9.6;15.4;16.1;A
Qual o resultado de 1.2 + 4.9?;10;3;1.7;6.1;D
Qual o resultado de 5.5 + 1.8?;3.3;7.3;8.4;4.8;B
Qual o resultado de 1.9 + 9.8?;10.8;15.3;11.7;15.5;C
Qual o resultado de 4.2 + 9.9?;16.7;14.8;14.1;10.8;C
Qual o resultado de 4.9 + 8.3?;12.7;17.6;13.2;9.9;C
Qual o resultado de 1.2 + 7.7?;13.2;13.1;8.9;10.3;C
Qual o resultado de 4 + 2.6?;11.3;5.9;6.6;6.5;C
Qual o resultado de 4.9 + 8.9?;13.9;18;10.7;13.8;D
Qual o resultado de 3.7 + 1.8?;5.5;9.6;7.2;2.4;A
Qual o resultado de 1.9 + 2?;3.9;6.3;4.4;4.7;A
Qual o resultado de 1.1 + 8.8?;9.9;5.4;7.9;12.8;A
Qual o resultado de 9.5 + 4.8?;14.3;18.3;12.9;13;A
Qual o resultado de 9.5 + 9.9?;19.4;16.5;24;16;A
Qual o resultado de 8.7 + 5.2?;14.1;17.3;14.9;13.9;D
Qual o resultado de 3.8 + 5.2?;11.4;9;11.5;8.1;B
Qual o resultado de 5.5 + 9.1?;11.3;17.3;14.6;16;C
Qual o resultado de 6.6 + 2.6?;9.2;5.8;6.9;14;A
Qual o resultado de 9.7 + 9.7?;17.6;17.4;23.5;19.4;D
Qual o resultado de 9.4 + 8.5?;17.9;15.4;17.1;16.5;A
Qual o resultado de 8.8 + 1.6?;10.4;7.9;14.8;14.1;A
Qual o resultado de 6.8 + 7.9?;14.7;12.4;11.4;19.2;A
Qual o resultado de 5.7 + 7?;13.8;14.3;12.7;15;C
Qual o resultado de 3.8 + 1.5?;1.6;5.3;4.9;9.4;B
Qual o resultado de 4.1 + 7.3?;8.4;11.4;13.3;8.1;B
Qual o resultado de 1.2 + 3.2?;5.5;4.4;3.2;6.7;B
Qual o resultado de 3.2 + 9.8?;16.7;13;10.1;11.8;B
Qual o resultado de 4.7 + 1.9?;6.6;4.6;1.9;5.7;A
Qual o resultado de 9.3 + 7.7?;17;18.4;17.5;15.6;A
Qual o resultado de 9.2 + 2.8?;10.4;12;11.7;12.2;B
Qual o resultado de 1.4 + 1.6?;3;-1.6;7.8;4.8;A
Qual o resultado de 4.1 + 3.1?;7.2;9.8;4.4;4.3;A
Qual o resultado de 3.3 + 7.1?;10.4;13.3;13.4;13.6;A
Qual o resultado de 9.8 + 9.6?;19.7;19.5;15.3;19.4;D
Qual o resultado de 3.2 + 5.3?;8.8;10.7;8.5;3.8;C
Qual o resultado de 8.6 + 3.1?;13;10.7;7.1;11.7;D
Qual o resultado de 2.3 + 5.9?;8.2;6.1;10.4;9.2;A
Qual o resultado de 7.5 + 3.1?;10.6;14.5;13.6;10.5;A
Qual o resultado de 3 + 6.9?;8.7;5.9;10.6;9.9;D
Qual o resultado de 6.1 + 5.6?;8.1;12;12.8;11.7;D
Qual o resultado de 1.5 + 2.7?;5.2;0.3;0.8;4.2;D
Qual o resultado de 3.7 + 6.1?;5.5;9.8;6.3;5.1;B
Qual o resultado de 1.5 + 2.4?;2.6;3.9;-0.8;7.9;B
Qual o resultado de 1.3 + 5.7?;7.9;10.7;7;9.4;C
Qual o resultado de 3.9 + 8.6?;13.6;15.2;12.5;8.9;C
Qual o resultado de 5.8 + 7.5?;12.5;10.9;12.7;13.3;D
Qual o resultado de 5.5 + 3?;6.4;8.5;6.9;4.4;B
Qual o resultado de 7.1 + 9.9?;17;18.6;15;12.6;A
Qual o resultado de 3.5 + 9.2?;13.8;11.8;12.7;15.7;C
Qual o resultado de 9.3 + 7.9?;17.2;17.5;15.8;19.5;A
Qual o resultado de 8.7 + 1.5?;15.2;10.2;11.2;7.9;B
Qual o resultado de 6.5 + 6.4?;12.4;12.9;8.1;9;B
Qual o resultado de 5 + 6.1?;12.1;8;9.9;11.1;D
Qual o resultado de 8.6 + 9.5?;16.2;19.6;17.4;18.1;D
Qual o resultado de 1.6 + 1.8?;7;-0.3;1.1;3.4;D
Qual o resultado de 6.3 + 3.6?;12.4;12.2;10.8;9.9;D
Qual o resultado de 3.1 + 6.3?;12.9;5;9.4;7.9;C
Qual o resultado de 8.1 + 7.8?;20.9;20.3;20.2;15.9;D
Qual o resultado de 4.6 + 2.4?;3.9;7;6.3;7.8;B
Qual o resultado de 5.3 + 8.1?;9.7;8.4;13.4;16.5;C
Qual o resultado de 3 + 8.9?;11.9;7.2;15.4;14.7;A
Qual o resultado de 6.2 + 1.5?;11.3;7.7;9.7;8.9;B
Qual o resultado de 2.3 + 3.8?;9;4.7;4.4;6.1;D
Qual o resultado de 5.2 + 5.8?;15.3;12.4;11;15;C
Qual o resultado de 9 + 3.3?;10.6;11.3;8.3;12.3;D
Qual o resultado de 4.8 + 7.4?;10.7;12.2;13.3;10.6;B
Qual o resultado de 6 + 5.1?;11.1;8.6;14.8;6.9;A
Qual o resultado de 4.7 + 4.5?;12.9;9.2;8;9.8;B
Qual o resultado de 2.3 + 2.2?;6.5;0.1;4.5;5.5;C
Qual o resultado de 7.1 + 8.4?;11.4;17;15.5;15.3;C
Qual o resultado de 2 + 5.9?;6.5;11.1;7.9;7.6;C
Qual o resultado de 6.5 + 7.2?;13.7;16.6;14.9;8.7;A
Qual o resultado de 7.2 + 1.3?;9.9;8.5;11.3;9.5;B
Qual o resultado de 7.2 + 4.7?;10.6;11.9;8.7;14.3;B
Qual o resultado de 9 + 5.7?;16.8;14.7;13.8;11.9;B
Qual o resultado de 8.9 + 2.2?;13.6;8.4;6.8;11.1;D
Qual o resultado de 8.3 + 4.9?;16.5;10.9;13.2;16.7;C
Qual o resultado de 5.1 + 8.7?;16;13.3;13.8;18.3;C
Qual o resultado de 6.5 + 5.6?;10.6;17.1;11.5;12.1;D
Qual o resultado de 5.9 + 2?;9.8;7.9;8.1;9.6;B
Qual o resultado de 9.6 + 3.4?;8.3;16.4;13;11.4;C
Qual o resultado de 3.2 + 6.4?;13;12.2;8.1;9.6;D
Qual o resultado de 4.6 + 6.8?;13.4;7;12.7;11.4;D
Qual o resultado de 4 + 7.4?;10.7;8.6;11.4;9.5;C
Qual o resultado de 4.1 + 1.8?;7.3;9.1;2.1;5.9;D
Qual o resultado de 3.5 + 4.9?;4.4;7.8;8.5;8.4;D
Qual o resultado de 8.7 + 1.1?;11.4;9.8;6.2;11.8;B
Qual o resultado de 2.6 + 2.8?;4.2;1.6;5.4;5.9;C
Qual o resultado de 1.7 + 2.2?;3;-0.9;3.9;0.5;C
Qual o resultado de 8.4 + 7.3?;16.2;12;15.7;16.1;C
Qual o resultado de 5.5 + 4.7?;6.3;9.6;14;10.2;D
Qual o resultado de 4.5 + 2.4?;11.1;2.4;6.9;8.7;C
Qual o resultado de 4.7 + 3?;6.4;7.7;5.3;9.1;B
Qual o resultado de 9.5 + 1.8?;10.2;11.3;7.5;9.8;B
Qual o resultado de 1.3 + 6.9?;8.2;3.4;7.6;8.8;A
Qual o resultado de 9.6 + 5.9?;15.5;14.6;14.2;13.9;A
Qual o resultado de 2.2 + 8.8?;11;7.8;15.2;13.7;A
Qual o resultado de 8.7 + 9.3?;18.7;21.6;18;18.9;C
Qual o resultado de 4.6 + 8.2?;12.8;8.5;14.3;13.6;A
Qual o resultado de 9 + 7.3?;16.3;12.6;18.9;13.9;A
Qual o resultado de 2.9 + 4.7?;8.2;11.6;3.1;7.6;D
Qual o resultado de 7.9 + 9.1?;13;17.2;17;12.9;C
Qual o resultado de 6.6 + 7.1?;12.2;13.7;10.3;15.3;B
Qual o resultado de 5 + 4.9?;7;11.7;13.2;9.9;D
Qual o resultado de 9.8 + 5.9?;17.7;15.7;19.6;12.2;B
Qual o resultado de 5.9 + 3.3?;9.2;12.2;7.3;6.2;A
Qual o resultado de 9.7 + 5.2?;13;18.5;14.9;19.4;C
Qual o resultado de 2.8 + 3?;6.7;1.5;5.8;5.5;C
Qual o resultado de 6.4 + 1.6?;11;10.9;5.9;8;D
Qual o resultado de 3.1 + 7.8?;15.3;15.7;9.7;10.9;D
Qual o resultado de 4.1 + 8.8?;10.6;12.9;17.1;14.5;B
Qual o resultado de 8.6 + 6.8?;18.4;15.4;19.7;12.2;B
Qual o resultado de 2.5 + 8.4?;7.9;15.6;10.9;7.2;C
Qual o resultado de 9.2 + 5?;12.2;12.9;14.2;14.5;C
Qual o resultado de 3 + 7.1?;10.1;7;10.6;15.1;A
Qual o resultado de 7.9 + 9.4?;12.4;17.3;17.9;19.8;B
